Name,Min_CPU_Speed,Recommended_CPU_Speed,Min_GPU_Memory,Recommended_GPU_Memory,Min_RAM,Recommended_RAM,Min_OS,Recommended_OS,Min_Storage,Recommended_Storage,Release_Date
Vox,1.8,2.1,320,704,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/8/2012
Victoria II: A House Divided American Civil War Spritepack,,,,,0,0,0,0,0,0,8/1/2012
The Legend of Korra,2.65,3.2,256,2048,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,10 GB,10/21/2014
Wakfu,2.48,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,2 GB,2/29/2012
The Mighty Quest For Epic Loot,2.5,2.1,320,640,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,1 GB,2/25/2014
Vitrum,1.665,2.5,384,64,1 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/30/2012
The Marvellous Miss Take,3.2,3.05,256,512,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,0MB,0MB,11/20/2014
Versailles Mysteries - Oscar and the Athanor,1.415,,128,,0MB,0,Windows Vista 32-bit,0,1.5 GB,0,1/20/2012
Vectorman 2,,,,,0,0,0,0,0,0,5/3/2012
Vector Thrust,2.35,3.115,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,6/12/2012
The Last Tinker: City Of Colors,2.35,3.23,384,768,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,5/12/2014
Vessel,2.05,2.815,256,384,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,3/1/2012
Vacation Quest: Australia,,,,,0,0,0,0,0,0,2/14/2012
Warriors Orochi 4,3.5,3.75,2048,1024,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,10/16/2018
The Lady,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,4/1/2014
The Last Dogma,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/11/2014
The King of Fighters 98' Ultimate Match Final Edition,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,12/16/2014
Victorian Admirals Anthology,1.78,2.1,128,256,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,2/1/2012
The Lego Movie Videogame,2,2.55,192,512,0MB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,6 GB,2/14/2014
The Incredible Adventures Of Van Helsing II,2.05,2.165,576,1024,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,20 GB,20 GB,5/22/2014
The Last Federation,,,,,0,0,0,0,0,0,4/18/2014
The Jackbox Party Pack,2.8,2.365,384,640,0MB,1 GB,Windows Vista 32-bit,Windows 10 64-bit,0MB,0MB,11/26/2014
The Hive,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/9/2014
Vampires!,1.45,2.5,64,384,1 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/31/2012
UnderRail,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,11/30/2012
The Last Door,1.8,2.3,128,128,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,5/20/2014
Victoria II: A House Divided,2.2,2.8,192,320,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,2/2/2012
The Legend of Heroes: Trails in the Sky,1.275,2.1,128,256,0MB,1 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,3 GB,7/29/2014
The Great Jitters: Pudding Panic,,,,,0,0,0,0,0,0,5/15/2014
The Grandfather,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/31/2014
Twisted Lands: Origin,,,,,0,0,0,0,0,0,9/19/2012
The Hat Man: Shadow Ward,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/18/2014
The Ganzfeild Effect Part 1,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/27/2014
Tropico 4: Pirate Heaven,,,,,0,0,0,0,0,0,10/23/2012
The Forest of Doom,,,,,0,0,0,0,0,0,10/30/2014
Tropical Stormfront,,,,,0,0,0,0,0,0,3/6/2012
The Golf Club,2.65,2.8,1024,2048,4 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,2 GB,2 GB,8/19/2014
Unstoppable Gorg,1.665,2.9,192,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,1/19/2012
Tryst,2.2,2.215,256,704,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,6 GB,6 GB,9/14/2012
The Few,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,6/18/2014
Tropico 4: Quick-Dry Cement,2,2.565,384,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/7/2012
Uprising44,2.53,2.45,512,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 GB,9/15/2012
The Legend of Heroes: Trails of Cold Steel II,3,3.03,1536,2560,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 GB,2/14/2018
Tropico 4: Vigilante,2,2.565,384,512,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,1 GB,1 GB,12/18/2012
The Expendabros,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,0MB,0MB,8/5/2014
Tropico 4: Propaganda!,2,2.565,384,512,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,5 GB,5 GB,11/15/2012
Tropico 4: Megalopolis,2,2.565,384,512,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,5 GB,5 GB,11/15/2012
Tropico 4: Modern Times,2,2.565,384,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,3/22/2012
The Fifth Day,1.85,2.55,384,640,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,3 GB,3 GB,7/25/2014
The Detail Episode 1: Where The Dead Lie,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/28/2014
Trine 2: Goblin Menace,1.9,2.65,256,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,9/6/2012
Tribes: Ascend,2.55,2.215,512,1536,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,10 GB,10 GB,4/12/2012
The Fall,2.75,,256,,3 GB,0,Windows XP 32-bit,0,0MB,0,5/30/2014
Trials Evolution: Origin of Pain,,,,,0,0,0,0,0,0,10/5/2012
Train Simulator 2012: Settle-Carlisle Add-On,,,,,0,0,0,0,0,0,4/5/2012
The Cursed Forest,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/21/2014
The Evil Within,2.965,3.95,1024,2048,4 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,50 GB,50 GB,10/14/2014
Unmechanical,1.665,2.8,256,512,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,8/8/2012
Train Simulator 2012: SD75 Add-On,,,,,0,0,0,0,0,0,5/10/2012
Train Simulator 2012: Woodhead Line Expansion Pack,2.4835,1.85,256,256,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/26/2012
The Book of Legends,,,,,0,0,0,0,0,0,3/14/2014
The Binding of Isaac: Rebirth,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,11/4/2014
Transformers: The Fall of Cybertron,2.5,2.215,416,768,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,8.4 GB,8.4 GB,8/23/2012
That Bastard Is Trying To Steal Our Gold,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/10/2014
Triple Town,1.9915,2.43,0,320,1 GB,2 GB,Windows XP 32-bit,Windows Vista 64-bit,0MB,0MB,12/6/2012
The Banner Saga,1.63,1.85,320,384,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,1/14/2014
Train Simulator 2012: PRR K4 Add-On,2.4835,1.85,256,256,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/9/2012
TesserAct,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/24/2014
The Elder Scrolls Online,2.63,3.5,1024,1536,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,85 GB,85 GB,4/4/2014
The Blue Flamingo,2.195,3,256,512,2 GB,4 GB,Windows XP 32-bit,Windows 8 32-bit,0MB,1 GB,11/18/2014
Train Simulator 2012: London to Brighton Add-On,,,,,0,0,0,0,0,0,6/7/2012
Train Simulator 2012: Class 77 and 76 Add-On,2.4835,1.85,256,256,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/23/2012
Train Simulator 2012: Portsmouth Direct Line Expansion Pack,,,,,0,0,0,0,0,0,5/17/2012
Train Simulator 2012: Intercity-Express Add-On,2.4835,1.85,256,256,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/19/2012
Train Simulator 2012: Class 70 Add-On,,,,,0,0,0,0,0,0,3/29/2012
Train Simulator 2012: Class 444 Add-On,,,,,0,0,0,0,0,0,3/8/2012
Train Simulator 2012: Class 390 Add-On,2.4835,1.85,256,256,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/2/2012
Train Simulator 2013,2.9,3.165,768,512,2 GB,3 GB,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 GB,9/20/2012
The Blackwell Epiphany,1.8,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 64-bit,3 GB,3 GB,4/24/2014
Train of Afterlife,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/13/2012
The Amazing Spider-Man 2,2.3,2.5,512,768,3 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,9 GB,9 GB,4/29/2014
The Crew,2.55,2.83,704,1280,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,20 GB,12/2/2014
Tesla Breaks the World!,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/26/2014
Tesla Effect: A Tex Murphy Adventure,2.35,3.23,256,1024,4 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,15 GB,15 GB,5/7/2014
Tales From The Borderlands: Episode 1 - Zer0 Sum,1.73,2.5,768,768,3 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,11/25/2014
T.E.C. 3001,,,,,0,0,0,0,0,0,4/10/2014
Tango Fiesta,,,,,0,0,0,0,0,0,6/4/2014
System Crash,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,7/1/2014
Talisman Digital Edition,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,2/25/2014
Train Giant A-Train 9,2.8,2.215,896,704,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,1.2 GB,1.2 GB,4/4/2012
Tales of Aravorn: Seasons of The Wolf,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/15/2014
Toy Defense,,,,,0,0,0,0,0,0,4/12/2012
Tower Wars,,,,,0,0,0,0,0,0,8/14/2012
Total War Battles: Shogun,,,,,0,0,0,0,0,0,8/29/2012
Towns,1.83,,128,,0MB,0,Windows XP 32-bit,0,0MB,0,11/7/2012
Toren,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,8/10/2012
Sweet Lily Dreams,1.9165,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,5/16/2014
Super Pixalo,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/20/2014
Supreme Ruler Ultimate,1.63,2.1,320,640,1 GB,2 GB,Windows Vista 32-bit,Windows Vista 32-bit,2 GB,2 GB,9/17/2014
Supreme Ruler 1936,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/9/2014
Survivalist,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/20/2014
Super Chibi Knight,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/1/2014
The Distance,2.215,3.5,384,1024,4 GB,4 GB,Windows 7 64-bit,Windows 8 64-bit,5 GB,5 GB,12/9/2014
Super Audio Spectrum,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/20/2014
Tony Hawks Pro Skater HD,2.9,2.7,256,384,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.8 GB,1.8 GB,7/18/2012
Swordsman,1.83,2.1,512,2048,2 GB,3 GB,Windows XP 64-bit,Windows 7 64-bit,8 GB,8 GB,7/29/2014
Titan Attacks,,,,,0,0,0,0,0,0,2/3/2012
Torchlight 2,1.43,1.75,384,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.2 GB,1.2 GB,9/20/2012
ToeJam and Earl in Panic on Funkotron,,,,,0,0,0,0,0,0,3/14/2012
Tiny Troopers,1.95,2.35,256,768,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/24/2012
Tom Clancy: Ghost Recon Future Soldier: Arctic Strike,2.65,2.83,768,1024,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,10/25/2012
Tiny and Big: Grandpas Leftovers,2.5835,2.05,192,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,6/19/2012
Top Gun: Hard Lock,1.83,2.68,640,512,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,4/5/2012
Sunrider: Mask of Arcadius,,,,,0,0,0,0,0,0,7/2/2014
Sub Rosa,,,,,0,0,0,0,0,0,11/23/2014
Tom Clancy: Ghost Recon Future Soldier,2.65,2.83,768,1024,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,25 GB,25 GB,6/29/2012
Tom Clancy: Ghost Recon Online,2,2.765,512,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,5 GB,5 GB,8/15/2012
TrackMania 2: Canyon,1.515,2.75,128,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,7/25/2012
Strike Vector,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,5 GB,5 GB,1/28/2014
Ticket to Ride,,,,,0,0,0,0,0,0,5/24/2012
Strider 2014,2.35,2.5,1536,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,3.7 GB,4 GB,2/19/2014
They Bleed Pixels,1.9,2.63,384,512,1.5 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/29/2012
THE WEST,2.05,2.45,640,512,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,18 GB,18 GB,10/10/2012
Sunless Sea: Zubmariner,2,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,7/1/2014
Sunless Sea,2,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,7/1/2014
Strata,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/29/2014
Stranded,1.95,1.95,64,64,0MB,0MB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,3/19/2014
The Wreckless,1.1,1.83,128,256,0MB,1 GB,Windows 2000,Windows XP 32-bit,0MB,0MB,1/24/2012
The War Z,2.65,2.215,640,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,10/22/2012
Styx: Master of Shadows,2.15,2.5,1024,2048,3 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 GB,10/7/2014
Staudsofts Synthetic World,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/12/2014
State of Decay: Lifeline,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,5/30/2014
Steel and Steam,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,7/16/2014
The Walking Dead: Episode 5 No Time Left,1.73,2.5,256,896,3 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,11/20/2012
Stowaway,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/30/2014
The Walking Dead: Episode 4 Around Every Corner,1.73,2.5,256,896,3 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,10/10/2012
Starion Tactics,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/5/2014
The Walking Dead: Episode 3 The Long Road Ahead,1.73,2.5,256,896,3 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,8/29/2012
The Walking Dead: Episode 1,1.73,2.5,256,896,3 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,4/25/2012
Stronghold Crusader 2,2.2,3.05,512,1280,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 GB,9/23/2014
The Walking Dead: Episode 2 Starved For Help,1.73,2.5,256,896,3 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,6/29/2012
The Trouble With Robots,,,,,0,0,0,0,0,0,8/23/2012
The Splatters,,,,,0,0,0,0,0,0,4/11/2012
The Simpsons Arcade Game,,,,,0,0,0,0,0,0,2/3/2012
The Tales of MajEyal,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/31/2012
The Testament of Sherlock Holmes,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/20/2012
The Settlers Online,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,3 GB,3 GB,9/30/2012
Sproggiwood,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/24/2014
Starforge,2.6,3.03,384,1024,4 GB,4 GB,Windows XP 64-bit,Windows 7 64-bit,0MB,2 GB,9/22/2014
Star Troll,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/24/2014
Sportsfriends MMXIV,,,,,0,0,0,0,0,0,5/6/2014
Spectre,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/3/2014
Sunrider: First Arrival,3.48,2.915,768,896,3 GB,6 GB,0,0,0MB,0MB,7/2/2014
Splatter Red Blood Edition,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,6/4/2014
SPINRUSH,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,7/23/2014
Spark Rising,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/8/2014
Star Wars: The Old Republic - Shadow of Revan,2.5,2.9665,320,1024,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,12/9/2014
Spintires,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,6/13/2014
The Race for the White House,1.5,1.85,192,256,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,7/12/2012
The Promised Land,1.83,,256,,2 GB,0,Windows XP 32-bit,0,0MB,0,7/11/2012
The Secret World,2.75,3.45,704,1536,2 GB,6 GB,Windows XP 32-bit,Windows 7 64-bit,30 GB,30 GB,7/3/2012
The Revenge of Shinobi,,,,,0,0,0,0,0,0,5/3/2012
The Political Machine 2012,1.415,,256,,1 GB,0,Windows XP 32-bit,0,1 GB,0,7/31/2012
SpaceCom,,,,,0,0,0,0,0,0,9/17/2014
Spate,2,2.5,384,512,4 GB,6 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,3/27/2014
Space Run,2.35,3.23,256,704,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,1 GB,1 GB,6/13/2014
Space Hulk - Harbinger of Torment,2.15,2.15,384,512,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,2 GB,4 GB,5/19/2014
Starlite: Astronaut Rescue,1.225,1.5,96,192,0MB,0MB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,1/27/2014
SoulCalibur: Lost Swords,,,,,0,0,0,0,0,0,4/23/2014
Source,1.8,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 64-bit,3 GB,3 GB,1/1/2015
The Good Life,2.1165,1.85,160,256,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,11/2/2012
Sorcerer King,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/2/2014
Son of Nor,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,7/24/2014
South Park: Stick of Truth - Super Samurai Spaceman,2.75,2.88,640,704,1 GB,2 GB,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 GB,4/2/2014
The Lord of the Rings Online: Riders of Rohan,1.35,2.4665,256,192,1 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,10/15/2012
South Park: The Stick of Truth - Ultimate Fellowship,2.75,2.88,640,704,1 GB,2 GB,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 GB,4/2/2014
The Journey Down,1.415,1.9,192,256,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,5/18/2012
So Many Me,1.85,,256,,2 GB,0,Windows Vista 32-bit,0,1 GB,0,7/17/2014
The Secret Files 3,1.765,2.4,256,640,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,9/14/2012
Snow Light,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/15/2014
The Golden Years: Way Out West,1.1,1.83,96,256,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/13/2012
South Park: The Stick of Truth,2.75,2.88,640,704,1 GB,2 GB,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 GB,3/7/2014
The Dead Linger,1.83,1.9,256,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,10/31/2012
The Expendables 2 Videogame,1.75,2.73,512,768,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,8/17/2012
Zombie Kill of The Week: Reborn,,,,,0,0,0,0,0,0,3/13/2015
Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,1.365,1.63,640,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,11/21/2015
The Darkness 2,2.1,2.35,1024,512,1.5 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,10 GB,2/10/2012
Yelaxot,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,2/8/2015
The Basement Collection,,,,,0,0,0,0,0,0,8/31/2012
Sniper Elite 3 - Save Churchill Part 3: Confrontation,2.6,2.98,512,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 GB,9/18/2014
The Cat Lady,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,12/1/2012
The Banner Saga: Factions,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,11/20/2012
Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast,2.6,2.98,512,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 GB,8/21/2014
Sniper Elite 3 - Target Hitler: Hunt the Grey Wolf,2.6,2.98,512,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 GB,6/27/2014
Sniper Elite 3 - Save Churchill Part 1: In Shadows,2.6,2.98,512,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 GB,7/17/2014
Zombie Army Trilogy,2.6,2.98,1024,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 GB,3/6/2015
You Must Build A Boat,2.03,2.1,320,640,1 GB,2 GB,Windows XP 64-bit,Windows 7 32-bit,0MB,2 GB,6/4/2015
The Ballads of Reemus: When the Bed Bites,1.83,,256,,1 GB,0,Windows XP 32-bit,0,0MB,0,1/27/2012
Terrorhedron 3D Coop Tower Defense,1.83,1.83,128,256,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/12/2012
Teslagrad,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,11/29/2012
Terraform,,,,,0,0,0,0,0,0,4/5/2012
Sniper Elite 3,2.6,2.98,512,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 GB,6/27/2014
The Amazing Spider-Man,2.3,2.5,1024,512,3 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,9 GB,9 GB,8/10/2012
Sky Mercenaries,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/19/2014
Space Hulk Ascension,2.05,1.965,2560,1024,2 GB,4 GB,Windows 7 32-bit,Windows 7 32-bit,4 GB,4 GB,11/12/2014
Sirius,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,7/31/2014
Sleeping Dogs : Definitive Edition,2.15,2.9,768,1024,4 GB,8 GB,Windows Vista 64-bit,Windows 7 64-bit,20 GB,20 GB,10/10/2014
Zombi,2.73,3.15,1024,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,25 GB,25 GB,8/18/2015
Sky Nations,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/24/2014
Skara: The Blade Remains,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/27/2014
X-Note,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/16/2015
Test Drive: Ferrari Racing Legends,1.95,3.23,768,512,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 GB,6/8/2012
